param p_da_act :=
 0     43.86
1     45.80
2     42.94
3     40.00
4     38.95
5     38.19
6     41.16
7     68.08
8     69.04
9     70.07
10    69.31
11    69.92
12    67.00
13    67.38
14    66.00
15    68.53
16    69.34
17    84.70
18    99.95
19    98.00
20    87.39
21    71.00
22    68.96
23    65.84;
