param p_da_act :=
 0     43.86
1     45.80
2     42.94
3     40.00
4     38.95
5     38.19
6     41.16
7     48.08
8     49.04
9     50.07
10    49.31
11    49.92
12    47.00
13    47.38
14    46.00
15    48.53
16    49.34
17    64.70
18    79.95
19    78.00
20    67.39
21    51.00
22    48.96
23    45.84;
